key	localised_description	localised_title	bundle_target	priority	ui_icon	is_global_effect	show_in_3d_space	owner_only
derpy_chd_ex_cth_offering_rom_furs	Furs for the northern roads, and the caravans keep pace.	Levied by the Court: Furs	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_cth_offering_rom_glass	The banquet is given to the province and harmony is restored.	Levied by the Court: Dwarf Beer	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_cth_offering_rom_iron	The Ministry of Works receives its iron and every lamellar plate is inspected and passed.	Levied by the Court: Iron	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_cth_offering_rom_lead	The requisition clears and the garrisons are made whole.	Levied by the Court: Salt	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_cth_offering_rom_marble	Materials correctly surrendered are materials correctly reissued, at a discount.	Levied by the Court: Marble	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_cth_offering_rom_textiles	Levies raised under seal cost the treasury less.	Levied by the Court: Pottery	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_cth_offering_rom_timber	Materials correctly surrendered are materials correctly reissued, at a discount.	Levied by the Court: Timber	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_cth_offering_rom_wine	The banquet is given to the province and harmony is restored.	Levied by the Court: Wine	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_cth_offering_spices	The banquet is given to the province and harmony is restored.	Levied by the Court: Spices	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_cth_offering_trinkets	A compliant house receives a favourable schedule. This is not a bribe; it is filing.	Levied by the Court: Elven Trinkets	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_cth_court_pleased	The levy was surrendered in full and on the day named. The record says so, and the record is what matters.	Correctly Filed	faction	1	trait_chaos_dwarfs.png	true	false	true
derpy_chd_ex_cth_court_wrath	The assessment lapsed and the lapse was filed. A file of that kind is copied to more offices than you have dealings with.	Found Out of Harmony	faction	1	attrition.png	true	false	true
derpy_chd_ex_dwf_offering_animals	The barrels go round the galleries and the grumbling drops to its usual level.	Offered to Grungni: Exotic Animals	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_dwf_offering_dyes	A hold in good standing with the Guild is a hold whose caravans are not weighed twice.	Offered to Grungni: Dyes	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_dwf_offering_gems	A hold in good standing with the Guild is a hold whose caravans are not weighed twice.	Offered to Grungni: Gemstones	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_dwf_offering_gold_idols	Melted idols pay the sort of Dwarf who travels alone and reports back in person.	Offered to Grungni: Golden Idols	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_dwf_offering_ivory	The apprentices get the tusk and the engineers get three ideas out of what is left.	Offered to Grungni: Tusks	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_dwf_offering_medicine	Salt and medicine reach the throng, and the throng comes back up to strength.	Offered to Grungni: Medicinal Plants	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_dwf_offering_obsidian	The runesmiths take the black glass, and something in the deep workings runs stronger.	Offered to Grungni: Carved Obsidian	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_dwf_offering_rom_furs	Furs for the high passes, and the throng marches further before it stops to complain.	Offered to Grungni: Furs	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_dwf_offering_rom_glass	The barrels go round the galleries and the grumbling drops to its usual level.	Offered to Grungni: Dwarf Beer	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_dwf_offering_rom_iron	The iron goes to the Guild's forges and comes back as plate, correctly, and a little late.	Offered to Grungni: Iron	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_dwf_offering_rom_lead	Salt and medicine reach the throng, and the throng comes back up to strength.	Offered to Grungni: Salt	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_dwf_offering_rom_marble	Stone pledged to the hold is stone the hold does not buy, and the masons revise their figures downward, once.	Offered to Grungni: Marble	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_dwf_offering_rom_textiles	Goods pledged up front buy a muster at last decade's rate, which the Guild considers generous.	Offered to Grungni: Pottery	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_dwf_offering_rom_timber	Stone pledged to the hold is stone the hold does not buy, and the masons revise their figures downward, once.	Offered to Grungni: Timber	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_dwf_offering_rom_wine	The barrels go round the galleries and the grumbling drops to its usual level.	Offered to Grungni: Wine	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_dwf_offering_spices	The barrels go round the galleries and the grumbling drops to its usual level.	Offered to Grungni: Spices	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_dwf_offering_trinkets	A hold in good standing with the Guild is a hold whose caravans are not weighed twice.	Offered to Grungni: Elven Trinkets	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_dwf_ancestors_pleased	The due was paid in full and on the day named. The entry has been struck through, which is as close to praise as the Book allows.	The Book is Balanced	faction	1	trait_chaos_dwarfs.png	true	false	true
derpy_chd_ex_dwf_ancestors_wrath	The due was not paid and the failure was written down. Nothing was said about it, which is worse, and the Book is read aloud once a generation.	A Grudge Recorded	faction	1	attrition.png	true	false	true
derpy_chd_ex_emp_offering_animals	The feast is given to the poor and the province is quiet.	Tithe to Sigmar: Exotic Animals	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_emp_offering_dyes	A generous house is a trusted house, and trusted houses are charged less.	Tithe to Sigmar: Dyes	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_emp_offering_gems	A generous house is a trusted house, and trusted houses are charged less.	Tithe to Sigmar: Gemstones	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_emp_offering_gold_idols	Melted idols pay for men willing to travel and ask questions.	Tithe to Sigmar: Golden Idols	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_emp_offering_ivory	Rare goods reach the colleges, and the colleges write something down.	Tithe to Sigmar: Tusks	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_emp_offering_medicine	The Temple blesses the muster and the regiments fill again.	Tithe to Sigmar: Medicinal Plants	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_emp_offering_obsidian	Burnt offerings open the Celestial College's sight.	Tithe to Sigmar: Carved Obsidian	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_emp_offering_rom_furs	Cloaks for the column, and the roads pass quicker.	Tithe to Sigmar: Furs	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_emp_offering_rom_glass	The feast is given to the poor and the province is quiet.	Tithe to Sigmar: Dwarf Beer	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_emp_offering_rom_iron	Sigmar takes the iron and every plate in the host is blessed at the anvil.	Tithe to Sigmar: Iron	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_emp_offering_rom_lead	The Temple blesses the muster and the regiments fill again.	Tithe to Sigmar: Salt	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_emp_offering_rom_marble	Timber and stone given to the Temple; the masons work for alms.	Tithe to Sigmar: Marble	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_emp_offering_rom_textiles	A pious lord recruits cheaper than a rich one.	Tithe to Sigmar: Pottery	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_emp_offering_rom_timber	Timber and stone given to the Temple; the masons work for alms.	Tithe to Sigmar: Timber	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_emp_offering_rom_wine	The feast is given to the poor and the province is quiet.	Tithe to Sigmar: Wine	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_emp_offering_spices	The feast is given to the poor and the province is quiet.	Tithe to Sigmar: Spices	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_emp_offering_trinkets	A generous house is a trusted house, and trusted houses are charged less.	Tithe to Sigmar: Elven Trinkets	faction	1	icon_ritual_currency_favour_bundle.png	true	false	true
derpy_chd_ex_emp_sigmar_pleased	The tithe was paid in full and on the day it was asked. The Temple says so from the pulpit too.	The Temple is Satisfied	faction	1	trait_chaos_dwarfs.png	true	false	true
derpy_chd_ex_emp_sigmar_wrath	The plate went round and came back empty, and the priests said so from the pulpit. Word travels faster than any order you can give.	The Temple's Displeasure	faction	1	attrition.png	true	false	true
