effect_bundle_key	effect_key	effect_scope	value	advancement_stage
derpy_chd_ex_emp_offering_rom_lead	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6.0000	start_turn_completed
derpy_chd_ex_emp_offering_rom_marble	wh_main_effect_building_construction_cost_mod_all	faction_to_region_own	-6.0000	start_turn_completed
derpy_chd_ex_emp_offering_rom_textiles	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own	-6.0000	start_turn_completed
derpy_chd_ex_emp_offering_rom_timber	wh_main_effect_building_construction_cost_mod_all	faction_to_region_own	-6.0000	start_turn_completed
derpy_chd_ex_emp_offering_rom_wine	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_emp_offering_spices	wh_main_effect_public_order_faction	faction_to_province_own	4.0000	start_turn_completed
derpy_chd_ex_emp_offering_trinkets	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	6.0000	start_turn_completed
derpy_chd_ex_emp_sigmar_pleased	wh_main_effect_public_order_faction	faction_to_province_own	3.0000	start_turn_completed
derpy_chd_ex_emp_sigmar_pleased	wh_main_effect_force_stat_leadership	faction_to_force_own	5.0000	start_turn_completed
derpy_chd_ex_emp_sigmar_wrath	wh_main_effect_public_order_faction	faction_to_province_own	-6.0000	start_turn_completed
derpy_chd_ex_emp_sigmar_wrath	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	-10.0000	start_turn_completed
